Price,Close,High,Low,Open,Volume
Ticker,T,T,T,T,T
Date,,,,,
2015-01-02,11.657843589782715,11.6922631489641,11.561468997915384,11.561468997915384,27226736
2015-01-05,11.547699928283691,11.675052026587469,11.537374669774378,11.657842682936835,40288128
2015-01-06,11.564910888671875,11.63719204892254,11.478862426451343,11.623423877749946,39184839
2015-01-07,11.632341384887695,11.779630672124837,11.478038996814002,11.776123678904387,41917840
2015-01-08,11.748065948486328,11.776121002268846,11.625324756086258,11.65688680229211,30186935
2015-01-09,11.71300220489502,11.81470237433432,11.709495210886297,11.790154301877813,28456070
2015-01-12,11.744562149047852,11.839248313407657,11.741055155671074,11.779631197211229,26704948
2015-01-13,11.744562149047852,11.895358436227307,11.667410951571929,11.825221225504938,32120637
2015-01-14,11.68845272064209,11.730535758059187,11.586753449091141,11.670918638320892,29251794
2015-01-15,11.663904190063477,11.807686493347648,11.635849128095941,11.744562382519591,34160392
2015-01-16,11.853275299072266,11.874316371974992,11.621819954725026,11.621819954725026,49685616
2015-01-20,11.905882835388184,11.90938982977207,11.76560660245133,11.877827765921742,26821460
2015-01-21,11.923415184020996,12.004073386281558,11.800673940891501,11.856784957251582,46140473
2015-01-22,11.84976863861084,11.898864771963433,11.674424293089476,11.867302718921241,46017076
2015-01-23,11.702476501464844,11.85327364058209,11.691956409287592,11.85327364058209,33695800
2015-01-26,11.635848999023438,11.691959122336097,11.59025985593355,11.684945135520916,37778354
2015-01-27,11.506091117858887,11.614804337505742,11.506091117858887,11.60428336053187,40787276
2015-01-28,11.460503578186035,11.797164286803742,11.446476491462453,11.737547175618818,60702355
2015-01-29,11.558700561523438,11.607796709746928,11.365821191665448,11.460507379471846,41138534
2015-01-30,11.544668197631836,11.723519522546525,11.474530996193545,11.49206507515205,74515912
2015-02-02,11.769112586975098,11.790154551472884,11.502589892715456,11.681440391714682,49371298
2015-02-03,12.042649269104004,12.042649269104004,11.80067378001658,11.804180773841557,55119974
2015-02-04,12.067193031311035,12.18642723636601,12.004068936210851,12.03913797633364,39537685
2015-02-05,12.112781524658203,12.133823478984528,12.035630348940758,12.095247448323736,25257154
2015-02-06,12.228511810302734,12.291635913397213,12.067194559549703,12.095249618080103,36686981
2015-02-09,12.147855758666992,12.242541936821082,12.130321674833057,12.172403830276307,26626434
2015-02-10,12.22149658203125,12.29864776374685,12.200455511673214,12.225003574691623,26313308
2015-02-11,12.060184478759766,12.214487793444532,12.011088331834669,12.200460702439326,42241293
2015-02-12,12.137330055236816,12.14083616190019,12.007574883756428,12.0671919810954,26302054
2015-02-13,12.154866218566895,12.179414283051285,12.053166967759525,12.116290182603274,21293098
2015-02-17,12.172399520874023,12.179413506166238,12.081220368887836,12.133824372975248,25493090
2015-02-18,12.095247268676758,12.179412427919566,12.046151147186151,12.179412427919566,22638546
2015-02-19,11.954972267150879,12.091740543238775,11.933931198276776,12.091740543238775,25044784
2015-02-20,11.951465606689453,11.951465606689453,11.86028645823031,11.944452507272725,28177368
2015-02-23,11.870808601379395,11.940946687267013,11.832232565580778,11.912891630032817,31006491
2015-02-24,11.940947532653809,11.965495598771136,11.783137271036255,11.835740396374,25661768
2015-02-25,11.99705696105957,12.000563068356682,11.916398781140625,11.969001903452794,23617777
2015-02-26,12.098755836486816,12.130317886013328,11.944453467250804,11.965494538400398,30658809
2015-02-27,12.119796752929688,12.126810738424767,12.05667265468243,12.07070062567259,26299406
2015-03-02,12.147855758666992,12.151362752554682,11.997060335123406,12.119800693169985,28648182
2015-03-03,12.067193031311035,12.15135819624322,12.046151961479035,12.109275170975035,26747978
